x	z
-1.847890520011839621e+00 1.239334787194419718e+01
-1.993095296675444494e+00 1.213122035136235866e+01
-2.151270004211914610e+00 1.188664436003658231e+01
-2.323632447615053387e+00 1.166109245076114753e+01
-2.511588427159404446e+00 1.145649082499982008e+01
-2.716731738400396612e+00 1.127521933288554834e+01
-2.940844172174585047e+00 1.112011147322031412e+01
-3.185895514599127232e+00 1.099445439347555897e+01
-3.454043547072419340e+00 1.090198888979173830e+01
-3.747047403487022255e+00 1.084760368601283886e+01
-4.066807413936503579e+00 1.083690857714434230e+01
-4.415830664020381491e+00 1.087589516979724280e+01
-4.796359091900662008e+00 1.097196087698180733e+01
-5.210367830099469799e+00 1.113391083113049973e+01
-5.659565205498076956e+00 1.137195788409768760e+01
-6.145392739338074506e+00 1.169772260716011480e+01
-6.669025147220100536e+00 1.212423329101620695e+01
-7.231370339105218648e+00 1.266592594578701991e+01
-7.833069419313432036e+00 1.333864430101500531e+01
-8.474413379820207481e+00 1.415940757588970378e+01
-9.151353392610449333e+00 1.513792407422071307e+01
-9.859866666789148582e+00 1.629258457516933944e+01
-1.059490101882500213e+01 1.763940672862677062e+01
-1.134800211613429610e+01 1.918385932127839055e+01
-1.210731347708298600e+01 2.092086227660760755e+01
-1.285757647098456857e+01 2.283478665489149151e+01
-1.358013031810222415e+01 2.489945465320565887e+01
-1.425291208964670631e+01 2.707813960541891163e+01
-1.485535616331439890e+01 2.932719899193659430e+01
-1.536303168857973844e+01 3.156827682532541246e+01
-1.574913621265824304e+01 3.371142717005845668e+01
-1.599307154299379619e+01 3.567841489715718239e+01
-1.608044884145423481e+01 3.740272547534713254e+01
-1.600308862433204737e+01 3.882956497106344784e+01
-1.575896823915852885e+01 3.991571268347145462e+01
-1.534888005830439539e+01 4.062422554036381683e+01
-1.478507881171097260e+01 4.096037106899104430e+01
-1.408686201927867643e+01 4.095272707936873502e+01
-1.327609707143375850e+01 4.063850330122851062e+01
-1.237722122913013401e+01 4.006354138401829346e+01
-1.141724162384711860e+01 3.928231489690149658e+01
-1.042535155996212382e+01 3.835736300080560568e+01
-9.425432059384622363e+00 3.734270794326283038e+01
-8.437334777658595186e+00 3.627691014439986361e+01
-7.478088386190069770e+00 3.519209103037510999e+01
-6.561019749892063935e+00 3.411377139481226806e+01
-5.695753927183465848e+00 3.306087139879915071e+01
-4.888332878728205877e+00 3.204535047164070960e+01
-4.141830401821495755e+00 3.107085512760647816e+01
-3.456754653073560668e+00 3.013877456306983404e+01
-2.832396051498299983e+00 2.924940397239135592e+01
-2.266955409565677648e+00 2.840175637671327280e+01
-1.757543933203494113e+00 2.759356262396197934e+01
-1.300117588392392998e+00 2.682163557873077764e+01
-8.901619700945356817e-01 2.608344580001860535e+01
-5.236015421302293582e-01 2.537646817196445781e+01
-1.962761222682309903e-01 2.469838830945717234e+01
9.608459018819193176e-02 2.404713742758010397e+01
3.578610144021932005e-01 2.342089234160922828e+01
5.935436880025157791e-01 2.281807546701497103e+01
8.076867973151089508e-01 2.223733820143057471e+01
1.003880373864976194e+00 2.167762759231002434e+01
1.184738367111736634e+00 2.113836837376723210e+01
1.352914784302903239e+00 2.061909994563631088e+01
1.511149485350931299e+00 2.011943485534123965e+01
1.662268182833702035e+00 1.963905879789435005e+01
1.809182441994066304e+00 1.917773061589777228e+01
1.954860916399788318e+00 1.873529657882355792e+01
2.101297124446412479e+00 1.831209743464071948e+01
2.249858132805300670e+00 1.790868582208755910e+01
2.402123015323176958e+00 1.752569535422711766e+01
2.559776488827381957e+00 1.716393730976581722e+01
2.724608913126048915e+00 1.682440063305308087e+01
2.898516291007704471e+00 1.650825193408222802e+01
3.083493850705669725e+00 1.621684647587473194e+01
3.281224718501599469e+00 1.595202314209747563e+01
3.492898343975143316e+00 1.571592965258312269e+01
3.719774365578419673e+00 1.551111363057068360e+01
3.963220848398477880e+00 1.534062656631531141e+01
4.224714284156749322e+00 1.520802381708884710e+01
4.505839591209257478e+00 1.511736460717953889e+01
4.808290114546950988e+00 1.507321202789200498e+01
5.133867625794981571e+00 1.508063303754741646e+01
5.483674971866972392e+00 1.514442278698476230e+01
5.858137211092493857e+00 1.527094966419116417e+01
6.258858443986079045e+00 1.546955536395743280e+01
6.686698127339848696e+00 1.574915543719065703e+01
7.141717555374912152e+00 1.611816519228286992e+01
7.623179859741890496e+00 1.658449969511157107e+01
8.129550009519764586e+00 1.715557376903872466e+01
8.658494811217241960e+00 1.783830199491209356e+01
9.206882908771317986e+00 1.863909871106359972e+01
9.770784783548773333e+00 1.956387801331129594e+01
1.034539058134439493e+01 2.061749870017308339e+01
1.092320301354941670e+01 2.179676734266896432e+01
1.149421043017094490e+01 2.309381036584647262e+01
1.204745876956804551e+01 2.449515019798428028e+01
1.257107524934549225e+01 2.598070708580589638e+01
1.305226836635240950e+01 2.752379909447611439e+01
1.347732789668374842e+01 2.909114210760517238e+01
1.383162489567893871e+01 3.064284982724444362e+01
1.410030599619493508e+01 3.213276175784834265e+01
1.427347321399867042e+01 3.351345948704635447e+01
1.434091094209437323e+01 3.474224935607307430e+01
1.429598425307516152e+01 3.578523249928237249e+01
1.413674135352393790e+01 3.661778189657641747e+01
1.386591358401303609e+01 3.722454237340623706e+01
1.349091541910471115e+01 3.759943060076986399e+01
1.302384446735038814e+01 3.774563509521403404e+01
1.247974388136295154e+01 3.767629970084109203e+01
1.186707684888512837e+01 3.741652246034906426e+01
1.120190985102165726e+01 3.699166146628574836e+01
1.050093204819112458e+01 3.642810607314114435e+01
9.779613931621151224e+00 3.575399361240550888e+01
9.052207323350138779e+00 3.499920939257085450e+01
8.331745376225256905e+00 3.419538669912905959e+01
7.629920211653899997e+00 3.337050155064643064e+01
6.955471801829435918e+00 3.253184944397111877e+01
6.314571874315225486e+00 3.169022981441901976e+01
5.712000008441370014e+00 3.085501410836442560e+01
5.151169516050982722e+00 3.003323397298159847e+01
4.634127441499433786e+00 2.922958125624387193e+01
4.161554561653876050e+00 2.844640800692283022e+01
3.732767118474082935e+00 2.768452255668003659e+01
3.346168903108817094e+00 2.694454886913128888e+01
2.999890918325134326e+00 2.622630567566914195e+01
2.691835482360153353e+00 2.552941853394579397e+01
2.419675934041564780e+00 2.485332669787228355e+01
2.180856632786754901e+00 2.419728311761654282e+01
1.972590037688184639e+00 2.356038348672318605e+01
1.792214630884800375e+00 2.294184974251517772e+01
1.637524346685234500e+00 2.234098265414466056e+01
1.506362022090871999e+00 2.175711825714414260e+01
1.396586871293456600e+00 2.118963737593302810e+01
1.306074485675464469e+00 2.063796562381926591e+01
1.232716833809791801e+00 2.010157340299775797e+01
1.174700103342924962e+00 1.958001107401025109e+01
1.130897252254499108e+00 1.907291387693828710e+01
1.100270284743286586e+00 1.857993839278243797e+01
1.081820989645001951e+00 1.810077553640775960e+01
1.074590941666172528e+00 1.763515055680765187e+01
1.077661501384192366e+00 1.718282303710522640e+01
1.090189549380832679e+00 1.674359382169336641e+01
1.111825975216079510e+00 1.631733478634014034e+01
1.142471095206602616e+00 1.590392332864801439e+01
1.182055319553006800e+00 1.550329228768416456e+01
1.230553235920364585e+00 1.511544014292334381e+01
1.287983609438280830e+00 1.474043101424747704e+01
1.354409382700765718e+00 1.437839466194662208e+01
1.429956671392223599e+00 1.402953842913975535e+01
1.515122099234782693e+00 1.369423020455855422e+01
1.610517377678145845e+00 1.337277286495676520e+01
1.716804035889154978e+00 1.306563435376548732e+01
1.834744969674669157e+00 1.277351209345946970e+01
1.965204441481307907e+00 1.249733298555788252e+01
2.109148080395546465e+00 1.223825341062395999e+01
2.267642882143888095e+00 1.199765922826476761e+01
2.441857209092494152e+00 1.177716577713180612e+01
2.633292321527452629e+00 1.157950047030688090e+01
2.843879648640420310e+00 1.140806361123625123e+01
3.075057380743490221e+00 1.126411814347115481e+01
3.328316819145483052e+00 1.115003176038682575e+01
3.605231564431480962e+00 1.106941245017817543e+01
3.907457516463158420e+00 1.102710849585975339e+01
4.236732874378072111e+00 1.102920847526592141e+01
4.594878136590519802e+00 1.108304126105073273e+01
4.983796100790606864e+00 1.119717602068791606e+01
5.405471863945260580e+00 1.138142221647104968e+01
5.861972822297126129e+00 1.164682960551321500e+01
6.355448671365768298e+00 1.200568823974753840e+01
6.888131405946563923e+00 1.247152846592660325e+01
7.462335320111129988e+00 1.305912092562256532e+01
8.077298033975591096e+00 1.378051168920825731e+01
8.727962002653182338e+00 1.464969688562541705e+01
9.413131644082442406e+00 1.568869328657234341e+01
1.012872493597858181e+01 1.691205247829520530e+01
1.086754814603631480e+01 1.832647359459877379e+01
1.161929583192783610e+01 1.993080331684293682e+01
1.237055084130490101e+01 2.171603587394671919e+01
1.310478431179696557e+01 2.366531304238445799e+01
1.380249879079812558e+01 2.575414712919876337e+01
1.444570099793805440e+01 2.794834462625857796e+01
1.500862826632565827e+01 3.017335487990347431e+01
1.546535062913317660e+01 3.234879370344907557e+01
1.579447568978870109e+01 3.440045871245705911e+01
1.597914862197744412e+01 3.626032932474121395e+01
1.600705216964080080e+01 3.786656676036223956e+01
1.587033730219672556e+01 3.916303395325434877e+01
1.556545261473688946e+01 4.009425523315228901e+01
1.510100114629356050e+01 4.065581178484295322e+01
1.449191268141681022e+01 4.086707438215868393e+01
1.375691837448476207e+01 4.075596781955158576e+01
1.291855074970187900e+01 4.035897091209415777e+01
1.200314370110102935e+01 3.972111649547959900e+01
1.104047379016636832e+01 3.889632121880730153e+01
1.005494057249958217e+01 3.794684605532391686e+01
9.067967507791758308e+00 3.691988994629508625e+01
8.098831997656109394e+00 3.585270114536557884e+01
7.163023238103382262e+00 3.477584377220437517e+01
6.272242219539128527e+00 3.371319781250170422e+01
5.434643955806143012e+00 3.268043553255513700e+01
4.655030486951194035e+00 3.168358199797114239e+01
3.935577420192129861e+00 3.072681046266308158e+01
3.276926947584640981e+00 2.981219295680759274e+01
2.678207600556063106e+00 2.893963962905661091e+01
2.137021189283446532e+00 2.810699400876755405e+01
1.649617057391351116e+00 2.731193015771825827e+01
1.212166733240485295e+00 2.655184460231192389e+01
8.207655279650545310e-01 2.582408107041525724e+01
4.713414946390923621e-01 2.512623403238008635e+01
1.596554282753390730e-01 2.445614870104129679e+01
-1.186991341738505845e-01 2.381192103171858321e+01
-3.682959138169317193e-01 2.319189772221567480e+01
-5.938382318695218931e-01 2.259465879308429592e+01
-7.990622067357266989e-01 2.201888800288399040e+01
-9.867573214022202777e-01 2.146377639261962500e+01
-1.159756079580172461e+00 2.092870572172810384e+01
-1.320933775941080413e+00 2.041314507245717991e+01
-1.473208496116272137e+00 1.991665084986698631e+01
-1.619541116697368111e+00 1.943886678182857608e+01
-1.762845056957661027e+00 1.897956481591825550e+01
-1.905035985345893801e+00 1.853895639465642731e+01
-2.047674280119204493e+00 1.811737122124586108e+01
-2.192443685526290320e+00 1.771525307439960528e+01
-2.341118961658131603e+00 1.733319040337944372e+01
-2.495565884447578320e+00 1.697191632799704308e+01
-2.657741245669774433e+00 1.663230863861286224e+01
-2.829626702575346542e+00 1.631546667298640330e+01
-3.012641961968927085e+00 1.602293112178222501e+01
-3.207963409948548339e+00 1.575644040563084225e+01
-3.416901234355125716e+00 1.551814184455646028e+01
-3.640902914535407042e+00 1.531061153617675785e+01
-3.881553221341439652e+00 1.513685435570345916e+01
-4.140574217131209878e+00 1.500030395594174948e+01
-4.419825255767952044e+00 1.490482276729075828e+01
-4.721118753475175289e+00 1.485461057749376046e+01
-5.045306906163290250e+00 1.485447193795919496e+01
-5.393922735597335816e+00 1.491114729415556361e+01
-5.768273796353271976e+00 1.503185662614669482e+01
-6.169224718305134303e+00 1.522410616440241782e+01
-6.597197206626088217e+00 1.549568838979891439e+01
-7.052170041787300114e+00 1.585468203361816464e+01
-7.533679079559144398e+00 1.630945207754873039e+01
-8.040817251009915623e+00 1.686864975368472130e+01
-8.572234562507192734e+00 1.754121254452710232e+01
-9.125764086068226533e+00 1.833525963476157017e+01
-9.696214902291041327e+00 1.925406935991761515e+01
-1.027805671953788291e+01 2.030367909309581975e+01
-1.086432366062986432e+01 2.148451236195710834e+01
-1.144628625537210986e+01 2.279006116356308098e+01
-1.201345144055210312e+01 2.420688596437267748e+01
-1.255356255994131764e+01 2.571461570024584020e+01
-1.305259936429363066e+01 2.728594777643954927e+01
-1.349494167288359137e+01 2.888697236614131469e+01
-1.386886572512148064e+01 3.048388543174995391e+01
-1.415885700311763884e+01 3.202201870331561651e+01
-1.435016997350491330e+01 3.344714260765729108e+01
-1.443270030950392169e+01 3.471538826529464927e+01
-1.440098489092359202e+01 3.579324749045208165e+01
-1.425420180416092464e+01 3.665757279105508104e+01
-1.399617034220090694e+01 3.729557736873331208e+01
-1.363535100461677807e+01 3.770483511881826644e+01
-1.317913136032496091e+01 3.788759211015077710e+01
-1.263465745534074003e+01 3.784970213147565943e+01
-1.201857049737751204e+01 3.761019993766180392e+01
-1.134724185771785798e+01 3.719262351234589659e+01
-1.063663842729370934e+01 3.662488816320735197e+01
-9.902322616684468670e+00 3.593928652196723306e+01
-9.159452356119004435e+00 3.517248854438976480e+01
-8.422740543171180150e+00 3.436443717698262645e+01
-7.704440220272693374e+00 3.353047779700565911e+01
-7.013222609209959657e+00 3.268047673036949163e+01
-6.356019632454045443e+00 3.182740349492743803e+01
-5.738094079135345638e+00 3.098137809454214420e+01
-5.163039605041726432e+00 3.014967101908320757e+01
-4.632780732620277675e+00 2.933670324442957167e+01
-4.147719713696160326e+00 2.854471769021030525e+01
-3.707069036106430460e+00 2.777492201019448004e+01
-3.309412351128452556e+00 2.702764705419335556e+01
-2.952980838678603170e+00 2.630286362880415041e+01
-2.635653523418884703e+00 2.560018353853830675e+01
-2.354957274756656282e+00 2.491885958582077620e+01
-2.108073645979885669e+00 2.425787003572945721e+01
-1.892235148211908191e+00 2.361638861443002924e+01
-1.704967203198564540e+00 2.299359665114857165e+01
-1.543822500490484195e+00 2.238871030164522224e+01
-1.406368817364951784e+00 2.180099476276271275e+01
-1.290189018825669276e+00 2.122976427242569386e+01
-1.192935525047021272e+00 2.067438903930946736e+01
-1.112819342802185751e+00 2.013434507171382748e+01
-1.048336986243145974e+00 1.960916310893242809e+01
-9.980474197143180959e-01 1.909840729975084983e+01
-9.605802715072923048e-01 1.860167690761917925e+01
-9.346358338609789262e-01 1.811860631065346894e+01
-9.190459773731389781e-01 1.764887541465299137e+01
-9.131158805982155791e-01 1.719221426029059785e+01
-9.163603809565114000e-01 1.674837171512292144e+01
-9.283293670122469976e-01 1.631713073748967702e+01
-9.486072411338825061e-01 1.589830886902255358e+01
-9.768129194941513882e-01 1.549175823464396373e+01
-1.012601455849088339e+00 1.509736601418966195e+01
-1.055908028786048947e+00 1.471508798234041038e+01
-1.106967128395271116e+00 1.434488974722297705e+01
-1.166033498100838894e+00 1.398678880744766317e+01
-1.233421914565048683e+00 1.364089291814217475e+01
-1.309507187688450314e+00 1.330740009095119980e+01
-1.394724160609941643e+00 1.298659859403608152e+01
-1.489567709706570486e+00 1.267886695207562653e+01
-1.594678852960869753e+00 1.238477399592297701e+01
-1.711026065245320193e+00 1.210509075719307148e+01
-1.839445368361190214e+00 1.184033517609231723e+01
-1.980894045164542927e+00 1.159138191817345387e+01
-2.136479357865110007e+00 1.135950830788874910e+01
-2.307458548026477096e+00 1.114639432858979262e+01
-2.495238836565686569e+00 1.095412262252804680e+01
-2.701377423753720475e+00 1.078517849085423919e+01
-2.927581489214969857e+00 1.064244989361891847e+01
-3.175708191927817836e+00 1.052922744977197311e+01
-3.447570457406973432e+00 1.044966020991109801e+01
-3.744795655989075378e+00 1.040956594459049001e+01
-4.070074092785445075e+00 1.041372317089646060e+01
-4.425936034289135179e+00 1.046819632159663094e+01
-4.814626840514128148e+00 1.058059785506799955e+01
-5.238106964994426740e+00 1.076008825529676116e+01
-5.698051954785157136e+00 1.101737603187863535e+01
-6.195852450461362793e+00 1.136471772001834424e+01
-6.732614186119318944e+00 1.181591788053035863e+01
-7.309157989375112408e+00 1.238632909983789432e+01
-7.926019781366163919e+00 1.309285198997421062e+01
-8.583450576749839911e+00 1.395393518858130477e+01
-9.280501996722751556e+00 1.498728349134244908e+01
-1.000987479706015471e+01 1.620122536450676165e+01
-1.076534414968394060e+01 1.761294767593329169e+01
-1.153806548959109257e+01 1.923019817365940654e+01
-1.231558481414085016e+01 2.104815577711763197e+01
-1.308183868305689046e+01 2.304943057714023524e+01
-1.381715421842540081e+01 2.520406383595488364e+01
-1.449824910469595274e+01 2.746952798718633559e+01
-1.510187969877656933e+01 2.979493209638511786e+01
-1.560408609227752663e+01 3.210170943746574324e+01
-1.597658126525542066e+01 3.429228800572160196e+01
-1.619797409087484397e+01 3.628301292953316448e+01
-1.625401892113737645e+01 3.800468859415485667e+01
-1.613761558688097608e+01 3.940257864170956026e+01
-1.584877888732440532e+01 4.043634204257109843e+01
-1.539025879945018715e+01 4.107547852529025079e+01
-1.477595784807947155e+01 4.132996433431033267e+01
-1.402749860281776506e+01 4.123337907730360996e+01
-1.316872632276068877e+01 4.082835714364326662e+01
-1.222570895649188927e+01 4.016658770440318449e+01
-1.122673714208543672e+01 3.930881471235900193e+01
-1.020177765656355540e+01 3.832345100560736029e+01
-9.174810842595226390e+00 3.726238919686370110e+01
-8.165486333687344001e+00 3.616116051394773478e+01
-7.190363127898857343e+00 3.504988623688005589e+01
-6.262331749620694055e+00 3.395262654235236255e+01
-5.390614249574825045e+00 3.288738050372626986e+01
-4.580764204816522245e+00 3.186608609103602419e+01
-3.834846470134983143e+00 3.089273513873584776e+01
-3.152422421464479818e+00 2.996516084637247346e+01
-2.531845329098222130e+00 2.908223666593011103e+01
-1.970669322444326799e+00 2.824220872103195745e+01
-1.465651219497174029e+00 2.744267195649622693e+01
-1.012750526836970089e+00 2.668057013833539770e+01
-6.071081303714225275e-01 2.595261238686419603e+01
-2.440536566746620561e-01 2.525624904658743120e+01
8.070401100646407144e-02 2.458914980435303832e+01
3.715028358413570153e-01 2.394924105520915703e+01
6.327289456441211879e-01 2.333470718677749289e+01
8.688166328743989197e-01 2.274399057925147716e+01
1.084230031659787041e+00 2.217579126983583393e+01
1.282716973587870513e+00 2.162916469178611933e+01
1.467102453494021574e+00 2.110358492263361541e+01
1.640184595367204068e+00 2.059866942500385889e+01
1.804787542718064630e+00 2.011414387608179055e+01
1.963761458578434205e+00 1.964984216761319402e+01
2.119982525501801440e+00 1.920570640590330314e+01
2.276202057682443325e+00 1.878187293997677543e+01
2.434226079981304913e+00 1.837891998979143793e+01
2.595599857925885878e+00 1.799757105252558276e+01
2.761986270996716897e+00 1.763874017040097897e+01
2.935163761948509809e+00 1.730353911267079070e+01
3.117026336809735731e+00 1.699327737562045115e+01
3.309583564883120665e+00 1.670946218256670335e+01
3.514898684108367810e+00 1.645384712185868636e+01
3.734408263263708783e+00 1.622879891252933504e+01
3.969292157163013091e+00 1.603704575325459558e+01
4.220808571368858786e+00 1.588178282511401740e+01
4.490274865444591867e+00 1.576671275046041742e+01
4.779067552953685016e+00 1.569604559292023893e+01
5.088622301460508979e+00 1.567449885739323179e+01
5.420433932529503451e+00 1.570729749005264431e+01
5.776056421726065260e+00 1.580017387834517173e+01
6.155686212450540928e+00 1.595745266781899652e+01
6.559397568084833097e+00 1.618657575183710051e+01
6.988393365169889293e+00 1.649827696135710298e+01
7.442827379369126639e+00 1.690181931957020822e+01
7.921798339867679672e+00 1.740498427521868763e+01
8.423349929371250155e+00 1.801407170259478718e+01
8.944470784107462435e+00 1.873389990154216633e+01
9.481094493824443248e+00 1.956780559745416781e+01
1.002809960179229876e+01 2.051764394127585689e+01
1.057930960480159754e+01 2.158378850950165173e+01
1.112756010927066264e+01 2.276509225512996437e+01
1.166467474873460475e+01 2.405344785817354847e+01
1.217822487119882524e+01 2.542755156552870233e+01
1.265518234545631415e+01 2.686168209575480148e+01
1.308293882049390433e+01 2.832692943497495008e+01
1.344930572549361614e+01 2.979119483687998482e+01
1.374251426983145308e+01 3.121919082272437151e+01
1.395121544307842498e+01 3.257244118133031918e+01
1.406450518128492355e+01 3.380916420185057802e+01
1.407479908961135706e+01 3.488305778832241089e+01
1.397952193289501643e+01 3.576869711209106839e+01
1.377905073400460623e+01 3.645346432312005192e+01
1.347705171055316242e+01 3.693048921581363686e+01
1.308048027489861553e+01 3.719864922901495419e+01
1.259958103414294506e+01 3.726256944600729071e+01
1.204788779013328259e+01 3.713262259451337854e+01
1.144222142842129486e+01 3.682493223989763464e+01
1.079621750419141613e+01 3.636954842068466576e+01
1.012180858395972649e+01 3.579871670902218028e+01
9.433780265879208926e+00 3.513635231259512182e+01
8.745153791105579444e+00 3.440536272504424176e+01
8.067186043795357975e+00 3.362764772596424478e+01
7.409369551107805485e+00 3.282409938090584944e+01
6.779458470604623699e+00 3.201396072093562850e+01
6.183372278616340090e+00 3.120471334781154482e+01
5.624619587462063031e+00 3.040170763712021795e+01
5.105572926257022637e+00 2.961056903005732366e+01
4.627696822511508046e+00 2.883542977588139422e+01
4.191547802130419775e+00 2.807892893191302974e+01
3.796774389414422135e+00 2.734221236353678108e+01
3.442091041970781085e+00 2.662527484818960488e+01
3.125512210145839909e+00 2.592842288178866283e+01
2.845008201916860990e+00 2.525135109211502282e+01
2.598450625121451640e+00 2.459362179888758604e+01
2.383600747707075307e+00 2.395473521982794551e+01
2.198109497730877937e+00 2.333412947065972887e+01
2.039516416945618360e+00 2.273118064762597612e+01
1.905130415145928957e+00 2.214527784156301848e+01
1.793136919456971734e+00 2.157594240889867976e+01
1.702162811352921912e+00 2.102274015046606337e+01
1.630781577827393303e+00 2.048527569692324946e+01
1.577513311393178075e+00 1.996319250875171036e+01
1.540824710082442595e+00 1.945617287625766423e+01
1.519129077446623066e+00 1.896393791957148167e+01
1.510786322556430417e+00 1.848624758864718132e+01
1.514733558496400789e+00 1.802297611119687559e+01
1.531012762256345860e+00 1.757409526577508885e+01
1.559352114076705487e+00 1.713955860823855559e+01
1.599515537175224544e+00 1.671940651198246286e+01
1.651307786738219097e+00 1.631376701476144575e+01
1.714574449920690746e+00 1.592285581868837951e+01
1.789201945846207176e+00 1.554697629023541161e+01
1.875194812371843156e+00 1.518655787898796383e+01
1.973108461139449377e+00 1.484219490467797797e+01
2.083558581207678007e+00 1.451443235874048199e+01
2.207224424030286514e+00 1.420407358316813884e+01
2.344878754227491591e+00 1.391221174850383235e+01
2.497387849586323760e+00 1.364022985383978614e+01
2.665711501060296307e+00 1.338980072681830613e+01
2.850903012769527400e+00 1.316288702363143592e+01
3.054109228377237528e+00 1.296174323563130493e+01
3.276672922320797099e+00 1.278980072425587977e+01
3.520295634233701065e+00 1.265018985351123781e+01
3.786687046969278825e+00 1.254599212773849359e+01
4.077491044711290868e+00 1.248136321238095370e+01
4.394285712973168501e+00 1.246153293398441519e+01
4.738583338598839845e+00 1.249280528019698089e+01
5.111830409761971339e+00 1.258255839976915880e+01
5.515407615966253729e+00 1.273924460255373958e+01
5.950629848045879911e+00 1.297239035950606301e+01
6.418746198164511085e+00 1.329259630268355075e+01
6.920939959816520215e+00 1.371153722524639562e+01
7.458328627825658863e+00 1.424196208145662723e+01
8.031608032825154453e+00 1.489697545756768982e+01
8.636487552692987180e+00 1.568379335497633065e+01
9.270427674232250226e+00 1.661940275846486870e+01
9.929916392260404123e+00 1.771764812936442368e+01
1.060876959256194851e+01 1.898487129965485565e+01
1.129813105188918598e+01 2.041991147196638678e+01
1.198647243796052031e+01 2.201410521957629385e+01
1.265959330946240868e+01 2.375128648641298668e+01
1.330062111604741837e+01 2.560778658705149624e+01
1.389182257901152973e+01 2.755440937695631121e+01
1.441602504200279355e+01 2.954359622312215450e+01
1.484953213210197198e+01 3.150279668085226703e+01
1.517240934322048496e+01 3.336516611454018744e+01
1.536927028273975182e+01 3.507124011679558606e+01
1.542927667151208126e+01 3.656893450844945903e+01
1.534613834386012421e+01 3.781354533854936761e+01
1.511760088755987042e+01 3.876611732568044033e+01
1.474470602003956365e+01 3.939604657858318149e+01
1.423935449689001587e+01 3.971220432117063126e+01
1.361716050125748190e+01 3.973531798756964406e+01
1.289613024800285856e+01 3.949315577816352629e+01
1.209666198370072721e+01 3.902052665959129740e+01
1.124154598664120996e+01 3.835928036474849989e+01
1.035564761687137825e+01 3.755811061783015958e+01
9.459289877583056949e+00 3.666330179697892788e+01
8.569805188312237476e+00 3.570949824846633192e+01
7.702390581021240301e+00 3.472544757172477858e+01
6.869157407987538377e+00 3.373444094215935962e+01
6.079131341805921629e+00 3.275431311115026745e+01
5.338474202526791501e+00 3.179677713093717983e+01
4.650692231906855767e+00 3.086722653274214778e+01
4.017199457684795583e+00 2.996921095988556161e+01
3.438198381778037493e+00 2.910465090863459281e+01
2.912695004760123219e+00 2.827381580285429052e+01
2.438484285965065279e+00 2.747538587804463717e+01
2.012236921179438198e+00 2.670780747321184734e+01
1.630653872009991456e+00 2.596928015136875345e+01
1.290401914500196812e+00 2.525791454506698841e+01
9.880055001790579716e-01 2.457196098436282483e+01
7.198467560601313764e-01 2.390980949681513223e+01
4.821654846423979457e-01 2.326998980748735590e+01
2.710591639094910299e-01 2.265117133894560908e+01
8.251486897075314964e-02 2.205216004718882061e+01
-8.651550814631317476e-02 2.147188763888303953e+01
-2.384188523591881381e-01 2.090955502018556089e+01
-3.756766140943466059e-01 2.036447317748960018e+01
-5.007491020322447639e-01 1.983601517585621821e+01
-6.160754831069890081e-01 1.932361615901567831e+01
-7.240713519731020176e-01 1.882677415783684083e+01
-8.267469168488903453e-01 1.834514026802894193e+01
-9.255441773418414675e-01 1.787849787026785719e+01
-1.021921587018389754e+00 1.742666585611973318e+01
-1.117364474003184727e+00 1.698951778293248083e+01
-1.213385040978850249e+00 1.656698187383689458e+01
-1.311522412391306069e+00 1.615904111912083252e+01
-1.413229577562770123e+00 1.576579859105248360e+01
-1.519507447813947643e+00 1.538747032630094935e+01
-1.631336620752989131e+00 1.502437234556641599e+01
-1.749823143306485029e+00 1.467696654043959725e+01
-1.876198511719786133e+00 1.434586067340070059e+01
-2.011819671556714706e+00 1.403180837782029755e+01
-2.158169017699675951e+00 1.373570915795893832e+01
-2.316801968486565055e+00 1.345874367054809717e+01
-2.488942937259616794e+00 1.320242069706185362e+01
-2.675737671667353101e+00 1.296829117692571920e+01
-2.878504300537001015e+00 1.275844097366817387e+01
-3.098735533029634226e+00 1.257551148871453073e+01
-3.338098658639593097e+00 1.242269966138753645e+01
-3.598435547195116602e+00 1.230375796890685258e+01
-3.881762648857759679e+00 1.222299442638946054e+01
-4.190270994122614390e+00 1.218527258684944137e+01
-4.525351432804735730e+00 1.219599195101428357e+01
-4.888624002256523937e+00 1.226225865344350296e+01
-5.282638223668692845e+00 1.239257842493926809e+01
-5.709337711057345111e+00 1.259622773371195947e+01
-6.170057277675248031e+00 1.288325305097202644e+01
-6.665522936010624733e+00 1.326447085092937606e+01
-7.195851897788464235e+00 1.375146761079421687e+01
-7.760552573969315304e+00 1.435659981077618674e+01
-8.358524574749765179e+00 1.509299393408458201e+01
-8.988058709563128801e+00 1.597454646692931313e+01
-9.646772198702487700e+00 1.701568636851424543e+01
-1.032833736157868465e+01 1.822183916943141213e+01
-1.102427814218703617e+01 1.959876966914295338e+01
-1.172467555068370082e+01 2.114690295752365046e+01
-1.241698671710618385e+01 2.285553438913690627e+01
-1.308604489137408855e+01 2.470282958323596034e+01
-1.371405944328982862e+01 2.665582442376609862e+01
-1.428061586253698856e+01 2.867042505935999230e+01
-1.476502492946142553e+01 3.069522527636557996e+01
-1.514962195704628556e+01 3.266693990148984028e+01
-1.541201210323362858e+01 3.450307906053550511e+01
-1.553593234926104749e+01 3.613553414208271874e+01
-1.551205920182396980e+01 3.751246999225799783e+01
-1.533800869307522952e+01 3.859832491473004268e+01
-1.501833638062544551e+01 3.937381067071190444e+01
